"Reservoir","Site","Date","ThermistorTemp_C_surface","ThermistorTemp_C_1","ThermistorTemp_C_2","ThermistorTemp_C_3","ThermistorTemp_C_4","ThermistorTemp_C_5","ThermistorTemp_C_6","ThermistorTemp_C_7","ThermistorTemp_C_8","ThermistorTemp_C_9","RDO_mgL_5_adjusted","RDO_mgL_9_adjusted","EXODO_mgL_1","EXOChla_ugL_1"
"FCR",50,2023-01-01,3.69668509722222,3.62429185416667,3.66274445833333,3.65893568055556,3.6169801875,3.68481570138889,3.82099288888889,3.9079833125,3.95484007638889,4.02130947222222,11.3636334722222,8.10442375,NA,NA
"FCR",50,2023-01-02,3.92139004861111,3.8174736875,3.85068358333333,3.83792575694444,3.77208915972222,3.80039340277778,3.85230077777778,3.89594117361111,3.91816409722222,3.95721538888889,12.3891295833333,9.62626629861111,13.2711764705882,7.56878048780488
"FCR",50,2023-01-03,4.2755828125,4.15458039583333,4.18480335416667,4.16989515972222,4.08867847222222,4.10838839583333,4.1446780625,4.15312464583333,4.12641093055556,4.10883515972222,12.3151454861111,10.3078455902778,13.1046478873239,7.77260565492958
"FCR",50,2023-01-04,5.14205760416667,4.88767954861111,4.728291125,4.59853103472222,4.42305411805556,4.36945740972222,4.34610488194444,4.31298715277778,4.24074527083333,4.19619855555556,12.0799457638889,10.7555173402778,13.0865467625899,8.80841728776978
"FCR",50,2023-01-05,5.09042779861111,4.99863090277778,4.98288403472222,4.9199434375,4.79385220833333,4.75323456944444,4.63752461805556,4.52102230555556,4.41482434722222,4.33780602083333,12.2185741666667,11.1671241666667,13.1126573426573,7.95622377622378
"FCR",50,2023-01-06,5.11054438888889,5.04105160416667,5.06293609722222,5.03246511111111,4.93571700694444,4.91951448611111,4.90060717361111,4.80419302777778,4.70939190972222,4.60599958333333,12.2938425694444,11.3563617361111,13.0617605633803,7.53633805633803
"FCR",50,2023-01-07,5.08339936805556,5.03464163888889,5.06566993055556,5.05958339583333,4.98533247222222,5.00758566666667,5.04026345138889,5.03621692361111,4.96478709722222,4.85802393055556,12.3532741666667,11.6875544444444,13.0947222222222,7.31729166666667
"FCR",50,2023-01-08,4.82435179166667,4.79415824305556,4.86210072916667,4.8667856875,4.79928472916667,4.82482863194444,4.863138125,4.86619011805556,4.83463259722222,4.80213685416667,12.2567254166667,12.2105697222222,12.9737762237762,7.14139855944056
"FCR",50,2023-01-09,4.77447438888889,4.72227597916667,4.772910625,4.77478652777778,4.70055129861111,4.72253370138889,4.75812543055556,4.76204629166667,4.73091796527778,4.69973070833333,12.2676980555556,12.1305407638889,12.901958041958,6.83083915384615
"FCR",50,2023-01-10,4.58826863888889,4.52001903472222,4.55835103472222,4.55095121527778,4.47366521527778,4.49117784722222,4.52631902083333,4.53122725694444,4.50140717361111,4.47179729861111,12.2648547222222,12.0869574305556,12.9866666666667,6.80215277777778
"FCR",50,2023-01-11,4.43505316666667,4.38514280555556,4.43001845138889,4.42107490972222,4.3480245,4.36849821527778,4.40289261805556,4.40847903472222,4.37853830555556,4.35032772916667,12.1821570833333,12.0459231944444,12.9792307692308,6.54083915384615
"FCR",50,2023-01-12,4.49659829166667,4.42261757638889,4.46254835416667,4.45506746527778,4.38215061111111,4.40452511111111,4.44130070138889,4.44096155555556,4.40712947916667,4.37601785416667,12.1314511111111,11.7988315972222,12.9525874125874,6.70405596503497
"FCR",50,2023-01-13,4.77971473611111,4.70142397222222,4.73936685416667,4.73629481944444,4.6628936875,4.68174341666667,4.71745021527778,4.72127524305556,4.6962534375,4.66976182638889,12.2982795138889,12.0747823611111,12.9262142857143,6.5637143
"FCR",50,2023-01-14,4.35817694444444,4.32447218055556,4.38448077777778,4.39303392361111,4.32061399305556,4.343000125,4.38406299305556,4.39218539583333,4.36476192361111,4.33926711111111,12.34963375,12.1718428472222,12.9288194444444,6.15798611111111
"FCR",50,2023-01-15,3.52449303472222,3.50436434722222,3.57009434722222,3.58783611805556,3.51961261111111,3.54539293055556,3.59038216666667,3.6010105625,3.57468938888889,3.551726125,12.4216264583333,12.2484652777778,13.0311805555556,5.67451389583333
"FCR",50,2023-01-16,3.25616877083333,3.20807831944444,3.27637495833333,3.28735878472222,3.22282404166667,3.257348125,3.31476565972222,3.34175040277778,3.34103132638889,3.34727305555556,12.338651875,12.1116013194444,13.0976056338028,5.39570421830986
"FCR",50,2023-01-17,3.46744110416667,3.39279890972222,3.45085564583333,3.44954654166667,3.39483507638889,3.43832351388889,3.51130055555556,3.54310389583333,3.54288140277778,3.54545925,12.2996222222222,11.8841336805556,13.0468531468531,5.51265734265734
"FCR",50,2023-01-18,3.81010222222222,3.73221668055556,3.77063574305556,3.75267093055556,3.68300963194444,3.70296516666667,3.74957827777778,3.76017163194444,3.73829027777778,3.72113923611111,12.2136013888889,11.9462982638889,12.9821830985916,6.30338028169014
"FCR",50,2023-01-19,4.41145849305556,4.28817702777778,4.27624316666667,4.19441341666667,4.08331906944444,4.07392983333333,4.09706577083333,4.09296454861111,4.05748385416667,4.03268042361111,12.1895274305556,11.9713301388889,13.0140277777778,6.03486111111111
"FCR",50,2023-01-20,4.3470466875,4.30726811111111,4.35358355555556,4.33572809722222,4.24374745833333,4.25358251388889,4.28091361805556,4.27808625694444,4.24339881944444,4.21593680555556,12.1129452083333,11.8176018055556,12.8678321678322,6.31965034265734
"FCR",50,2023-01-21,4.39479888194444,4.35967122222222,4.42328341666667,4.425323625,4.35382753472222,4.37246215277778,4.40821515972222,4.41340866666667,4.38648514583333,4.35806689583333,12.2121194444444,12.0419552777778,12.9136805555556,6.19604167361111
"FCR",50,2023-01-22,4.25812946527778,4.2237985,4.28832240277778,4.29110711805556,4.22476720833333,4.24904604861111,4.28690247916667,4.29293992361111,4.2661660625,4.24177905555556,12.1028235416667,11.9843693055556,12.8980555555556,6.57284721527778
"FCR",50,2023-01-23,4.25203175,4.21331209027778,4.263824375,4.25589305555556,4.1819538125,4.20102279861111,4.23775352083333,4.24311525,4.21316204166667,4.18691548611111,12.0976457638889,11.9489977777778,12.8566197183099,6.83063379577465
"FCR",50,2023-01-24,4.227538125,4.13718047222222,4.15296484722222,4.12779190277778,4.04555083333333,4.06067861111111,4.09291790277778,4.09517302083333,4.06692901388889,4.04059975694444,12.2135229166667,12.0491540972222,12.9545454545455,6.15030304040404
"FCR",50,2023-01-25,4.08948745138889,4.05149495138889,4.1206338125,4.12485310416667,4.05945901388889,4.08453299305556,4.12715970138889,4.13507603472222,4.11057383333333,4.09045767361111,12.1533529166667,11.9619996527778,12.9093661971831,6.31352112676056
"FCR",50,2023-01-26,4.04828002777778,4.00649915277778,4.06928675694444,4.07073414583333,4.00365426388889,4.02961139583333,4.07287144444444,4.08279836805556,4.06091027083333,4.04006209722222,12.1352149305556,11.97538125,12.8629787234043,6.98411347517731
"FCR",50,2023-01-27,4.024217125,4.015515625,4.05730284027778,4.04475542361111,3.97272086111111,3.99193908333333,4.0329839375,4.04276272222222,4.01958561805556,4.00003346527778,12.0898611805556,11.9304760416667,12.8706293706294,6.9106993006993
"FCR",50,2023-01-28,3.91065421527778,3.8746591875,3.91473763194444,3.90464140972222,3.83709392361111,3.85777232638889,3.90314757638889,3.91366636805556,3.88915266666667,3.86712640972222,12.1788989583333,12.0972889583333,12.9424305555556,6.70465277777778
"FCR",50,2023-01-29,3.96262099305556,3.89181255555556,3.94130047916667,3.94667511805556,3.88475920138889,3.91372084722222,3.95870818055556,3.96759220138889,3.94379204861111,3.92056245833333,12.1450279861111,12.1300179166667,12.9854166666667,6.60513888888889
"FCR",50,2023-01-30,4.54457590972222,4.3426205625,4.32196465972222,4.27988048611111,4.16587038888889,4.15752572222222,4.18375709027778,4.17524756944444,4.14150786805556,4.10785075694444,12.2053152083333,12.0689208333333,13.0720422535211,6.15492957746479
"FCR",50,2023-01-31,4.94182114583333,4.7872373125,4.78965202777778,4.761989375,4.65041915972222,4.62449254166667,4.56754377777778,4.48662859722222,4.39527315972222,4.31222061805556,12.3049386805556,11.7506225,13.0954929577465,5.58535211267606
"FCR",50,2023-02-01,4.99247943055556,4.91123215277778,4.941557125,4.90141057638889,4.79812489583333,4.78524795138889,4.78292077083333,4.69792148611111,4.60637133333333,4.4993461875,12.2421130555556,11.6592415972222,13.0870138888889,5.31506944444444
"FCR",50,2023-02-02,4.89039329861111,4.8087971875,4.85030231944444,4.84086924305556,4.758764875,4.7657178125,4.77834775694444,4.71708038194444,4.65162269444444,4.59254447916667,12.0722874305556,11.4964301388889,12.9896503496503,5.57300699300699
"FCR",50,2023-02-03,4.74453228671329,4.71588818181818,4.75652388811189,4.74422487412587,4.66822505594406,4.68297123076923,4.70689037762238,4.69487094405594,4.65792418181818,4.6200828041958,12.0953516083916,11.84086,12.8890909090909,5.02986013986014
"FCR",50,2023-02-04,4.25261175694444,4.2819205,4.30638136805556,4.29527806944444,4.22387838194444,4.24245048611111,4.27589236805556,4.278638125,4.24689538888889,4.21080482638889,12.0645161111111,12.0212089583333,12.9068531468531,4.70454545454545
"FCR",50,2023-02-05,4.14764908333333,4.09642403472222,4.13473232638889,4.10935690277778,4.02626816666667,4.04460988194444,4.08861174305556,4.09792938888889,4.07454316666667,4.05013292361111,12.0921303472222,12.13695625,12.9538461538462,4.06174825174825
"FCR",50,2023-02-06,4.41038869444444,4.34527670138889,4.38479606944444,4.37297880555556,4.30479724305556,4.32725645833333,4.36557872222222,4.3676189375,4.33802347222222,4.30239285416667,12.19768,12.2293279166667,12.9797222222222,4.15597222222222
"FCR",50,2023-02-07,4.67374754861111,4.57042242361111,4.53927754861111,4.50015083333333,4.41509134027778,4.42423432638889,4.45391798611111,4.45216149305556,4.42422273611111,4.39346452777778,12.1440976388889,12.1181975694444,13.01,3.54443661971831
"FCR",50,2023-02-08,5.29575977777778,5.0874671875,5.02667631944444,4.94149607638889,4.70685847916667,4.64283936111111,4.63017729166667,4.60776470833333,4.5657500625,4.52616497222222,12.1146284027778,11.9661329861111,13.010625,3.080625
"FCR",50,2023-02-09,5.77902579861111,5.35209545833333,5.18403007638889,5.05109633333333,4.82342502777778,4.78106320833333,4.76159455555556,4.71411697916667,4.66952597222222,4.62157919444444,12.0370455555556,11.7632622222222,12.9367361111111,4.02611111111111
"FCR",50,2023-02-10,6.35363656944444,6.20512765972222,6.21050572916667,6.17312723611111,6.02626854861111,5.92991188888889,5.59414225,5.07873700694444,4.91274885416667,4.77352643055556,11.9952606944444,11.3871795138889,12.8422222222222,3.46625
"FCR",50,2023-02-11,6.48241546527778,6.3792459375,6.39936401388889,6.35951736111111,6.16316323611111,6.07904516666667,6.06792634027778,5.95185633333333,5.66914830555556,5.19524232638889,11.8702729861111,11.1569250694444,12.7838461538462,3.55258741258741
"FCR",50,2023-02-12,6.1438528125,6.09874040972222,6.16105091666667,6.16220065972222,6.03827939583333,5.96706151388889,5.95322772222222,5.90498642361111,5.80690234027778,5.55736278472222,11.7974673611111,11.1847077083333,12.700985915493,3.87978873239437
"FCR",50,2023-02-13,5.71973709027778,5.65203703472222,5.70426834027778,5.69625463888889,5.62705396527778,5.64688228472222,5.68097085416667,5.68341185416667,5.65752152777778,5.63159114583333,11.7252269444444,11.7268354861111,12.5111888111888,4.30923076923077
"FCR",50,2023-02-14,5.92708793055556,5.61399918055556,5.59514313194444,5.55260804166667,5.47545829861111,5.49136985416667,5.52206543055556,5.52137310416667,5.49357051388889,5.46110997222222,11.5598111111111,11.5760170833333,12.483986013986,4.47727273426573
"FCR",50,2023-02-15,6.65045420138889,6.23353255555556,6.04101304861111,5.78673699305556,5.54442465277778,5.49965764583333,5.52157886111111,5.51762368055556,5.48997476388889,5.46162433333333,11.3190911805556,11.2226002777778,12.5425,4.37472222222222
"FCR",50,2023-02-16,7.59499992361111,7.15344460416667,6.73343674305556,6.19149863194444,5.70992036805556,5.59290877083333,5.57395046527778,5.55828050694444,5.52573793055556,5.49432921527778,11.3192818055556,10.9260403472222,12.4355944055944,4.89041958741259
"FCR",50,2023-02-17,8.53034147222222,8.16151546527778,7.80771698611111,7.45597120138889,7.08492486111111,6.69002571527778,5.82773203472222,5.64329759027778,5.57865940972222,5.53880095138889,11.2165503472222,10.7559591666667,12.3041958041958,5.42566433566434
"FCR",50,2023-02-18,7.76856066666667,7.49839739583333,7.34591607638889,7.159587,6.93618815972222,6.88134954166667,6.67940386111111,6.28396684722222,5.82063118055556,5.64684820138889,11.2235126388889,10.4567681944444,12.153829787234,5.43971631205674
"FCR",50,2023-02-19,6.98536311805556,6.87866310416667,6.84877497916667,6.77350842361111,6.59805144444444,6.37639442361111,6.22117333333333,6.11078742361111,5.9777280625,5.81236454861111,11.3345177083333,10.1538190277778,12.1743356643357,5.80258741258741
"FCR",50,2023-02-20,7.20671079861111,7.10915136111111,7.11655286805556,7.06853925,6.8740375625,6.7509638125,6.47283529166667,6.19703710416667,6.06028683333333,5.9390510625,11.275950625,9.9207755625,12.2562237762238,5.9179020979021
"FCR",50,2023-02-21,7.64295998611111,7.50479032638889,7.39266557638889,7.20646684027778,6.91297466666667,6.68047154861111,6.44441853472222,6.23879789583333,6.10486385416667,6.00448604166667,11.0108140277778,9.61508925694444,12.2358741258741,5.94286711888112
"FCR",50,2023-02-22,8.35980147222222,8.05973731944444,7.92334504861111,7.67443359027778,7.28336346527778,6.95701509027778,6.60446461805556,6.35373277777778,6.16322679166667,6.06136951388889,10.96272125,9.22814798611111,12.2725352112676,7.18915492957747
"FCR",50,2023-02-23,9.50380492361111,9.27220725694444,8.679676875,7.80959861805556,7.23802560416667,6.94988136805556,6.636478625,6.39792439583333,6.22677054861111,6.12226629861111,10.7128895138889,8.90436194444444,12.3172535211268,8.43676054225352
"FCR",50,2023-02-24,10.1559467916667,9.972305625,9.66614909722222,8.81666659722222,7.6892985,7.04797230555556,6.79887449305556,6.5879289375,6.39925743055556,6.23416215972222,10.6109534027778,8.91671511111111,12.1753846153846,7.97916087412587
"FCR",50,2023-02-25,9.19171440277778,9.11696220138889,9.05612161111111,8.54778016666667,7.71430417361111,7.09979771527778,6.79026773611111,6.59698607638889,6.43655579166667,6.31546097916667,10.3210504791667,8.35223441666667,12.0335664335664,9.12636365034965
"FCR",50,2023-02-26,8.89368758333333,8.73617833333333,8.64064997916667,8.42335381944445,7.8824979375,7.16849261111111,6.83192606944444,6.61524578472222,6.45446004166667,6.33767481944444,10.2901845833333,7.82916918055556,12.145034965035,10.1453846013986
"FCR",50,2023-02-27,8.95938494444444,8.84559720833333,8.7757905625,8.55428393055556,7.90799793055556,7.29944857638889,6.89638577777778,6.67450900694444,6.5011226875,6.37944745138889,10.0270275069444,7.39225079861111,12.0454166666667,9.6416666875
"FCR",50,2023-02-28,9.84921782638889,9.60070095833333,9.45200725694444,8.92635169444444,8.12927866666667,7.46351155555556,7.03507822916667,6.777138125,6.60283318055556,6.46035275,10.0108942291667,7.53478321527778,12.0595138888889,9.08201392361111
"FCR",50,2023-03-01,9.92789368055556,9.68943730555556,9.48695161805556,8.98174560416667,8.24442138194444,7.55107045833333,7.06778603472222,6.81280472222222,6.64998772222222,6.5340058125,9.71917598611111,7.47064909722222,12.1157638888889,11.5399305486111
"FCR",50,2023-03-02,10.3620144791667,10.2318036666667,10.1454027777778,9.01512039583333,8.19647525,7.50386761805556,7.12461209027778,6.85949385416667,6.68833300694444,6.56771910416667,9.46191940972222,6.88161436111111,12.1416083916084,9.78874126573427
"FCR",50,2023-03-03,10.0118223055556,9.97115345833333,10.0119123680556,9.58598604166667,8.79055511111111,7.65315184027778,7.13463458333333,6.85599791666667,6.69639945138889,6.59320802777778,9.33347219444444,6.41010247222222,11.9972027972028,11.9693706153846
"FCR",50,2023-03-04,9.44061055555555,9.361458875,9.30787363888889,9.21108497916667,9.02707310416667,8.70726686805556,7.88043201388889,7.049000625,6.77104904166667,6.637288375,10.1571551111111,6.32050369444444,11.6171830985915,11.2979577464789
"FCR",50,2023-03-05,10.0552203472222,9.79776700694444,9.51450185416667,9.04668953472222,8.84493766666667,8.59219444444444,8.15001083333333,7.27926988194444,6.821392875,6.66553454166667,9.89611640972222,5.94947845833333,11.7123776223776,11.9011888041958
"FCR",50,2023-03-06,10.0560288819444,9.79394059722222,9.56344463194444,8.9785959375,8.72537213194444,8.46433959027778,8.0524455625,7.32567759027778,6.90199993055556,6.76828294444444,9.77027420833333,5.98029828472222,11.9604166666667,14.8947222291667
"FCR",50,2023-03-07,10.5699685073529,10.4312594705882,10.1959996029412,9.77313000735294,9.46890635294118,9.19580876470588,8.74218823529412,7.68727730147059,7.40432297794118,7.35765691176471,10.6290194488189,8.5029231496063,12.0151327433628,14.1000000080645
"FCR",50,2023-03-08,9.84613745833333,9.74328594444444,9.73305760416667,9.69614179166667,9.58970833333333,9.55563735416667,9.418843625,8.72882576388889,8.07005354166667,7.93139267361111,11.3877988194444,10.097815625,11.8546153846154,13.1058741258741
"FCR",50,2023-03-09,9.96237229166667,9.73391221527778,9.44791050694444,9.24931952083333,9.12140234027778,9.08345688194444,8.95942629166667,8.63742195138889,8.5363936875,8.49672208333333,11.2929265972222,11.0694815277778,11.8795138888889,14.7065277777778
"FCR",50,2023-03-10,9.58298972222222,9.43471332638889,9.34743499305556,9.12145913888889,8.88775613194444,8.7362899375,8.63626498611111,8.61487815972222,8.587617875,8.56114370833333,11.34532625,11.3965763888889,11.9076223776224,17.272027972028
"FCR",50,2023-03-11,8.9918046875,8.9391816875,8.97789284722222,8.95496176388889,8.85156251388889,8.82811739583333,8.76150261805556,8.71588857638889,8.67648654861111,8.63945622916667,11.54753375,11.4570156944444,12.0269014084507,15.1949999929577
"FCR",50,2023-03-12,8.40182300694445,8.36082860416667,8.42418013888889,8.42055063888889,8.33483443055556,8.33212484722222,8.35014973611111,8.34497735416667,8.31102757638889,8.27020695833333,11.5683786111111,11.481684375,12.0455633802817,15.8292253521127
"FCR",50,2023-03-13,8.22158036111111,8.12898128472222,8.12058985416667,8.03491742361111,7.87352002083333,7.81155709027778,7.7862861875,7.77294190277778,7.73686744444444,7.69597681944444,11.6201935416667,11.5652245833333,11.9177464788732,15.9198591549296
"FCR",50,2023-03-14,7.82781286805556,7.78280915972222,7.83285465277778,7.81112885416667,7.71577131944444,7.66928247222222,7.65034397222222,7.64431777777778,7.61581602083333,7.58669740972222,11.7602623611111,11.6163892361111,11.9842352941176,15.8317646941176
"FCR",50,2023-03-15,7.58191534722222,7.50345742361111,7.51191906944444,7.45453049305556,7.34189605555556,7.25043122916667,7.17861356944444,7.15344227083333,7.11552699305556,7.0746166875,11.9465205555556,11.8280629861111,12.0693661971831,14.9812675985915
"FCR",50,2023-03-16,7.5307835625,7.24740228472222,7.19545953472222,7.09247647916667,6.97268185416667,6.94278926388889,6.93275913194444,6.91334909722222,6.87454979861111,6.84082728472222,12.0539131944444,12.0216819444444,12.2998601398601,16.4034965034965
"FCR",50,2023-03-17,7.98954918055556,7.77635090972222,7.65651259722222,7.27736130555556,6.88278044444444,6.77207343055556,6.75697215972222,6.74676825694444,6.71802579861111,6.6903625,12.2257359027778,12.1940715277778,12.4352777777778,17.6263194444444
"FCR",50,2023-03-18,8.0438965,7.93173547222222,7.86597005555556,7.78869629166667,7.6743744375,7.60770288194444,7.35682309027778,7.03315027083333,6.9657115625,6.92625314583333,12.1859915277778,12.4244206944444,12.3726388888889,14.5335416597222
"FCR",50,2023-03-19,7.805267625,7.74363633333333,7.74373184027778,7.69783445833333,7.5946888125,7.56453547916667,7.48102224305556,7.39084877083333,7.33461309027778,7.28922495833333,12.2732241666667,12.2926713194444,12.4178321678322,13.3227972027972
"FCR",50,2023-03-20,8.22755489583333,8.02124397222222,7.52417222222222,7.34877365277778,7.22949465972222,7.239395,7.26368817361111,7.26432014583333,7.23299041666667,7.19599311805556,12.3211945138889,12.1931609027778,12.4871830985915,11.550845056338
"FCR",50,2023-03-21,7.93953598611111,7.71238120138889,7.64734311805556,7.37041991666667,7.05364238888889,6.98345073611111,6.98597817361111,6.98344306944444,6.95590251388889,6.92929859722222,12.4861190277778,12.41329125,12.5630555555556,12.4009027847222
"FCR",50,2023-03-22,8.37098776388889,8.14058744444444,7.94379773611111,7.46231456944444,7.06187666666667,7.02241726388889,7.04489022916667,7.04850745138889,7.02541109722222,7.00225385416667,12.5753497916667,12.4195008333333,12.6636111111111,12.5310416736111
"FCR",50,2023-03-23,9.21443050694444,8.86318681944444,8.31799938194444,7.52401860416667,7.13412069444444,7.08878702083333,7.10296903472222,7.10639605555556,7.08363148611111,7.06145917361111,12.6952659027778,12.5433215277778,12.6658450704225,10.9777464647887
"FCR",50,2023-03-24,11.725159375,11.0580436319444,9.08329479166667,8.14310340277778,7.4511101875,7.20969179861111,7.18913304166667,7.18732067361111,7.16072354861111,7.13686603472222,12.6987202083333,12.5821371527778,12.3725874125874,9.0735663986014
"FCR",50,2023-03-25,11.6980150694444,11.20145625,9.93941867361111,8.30761202083333,7.53136190277778,7.34178094444444,7.3306895,7.32837359722222,7.30116560416667,7.27527144444444,12.6406130555556,12.5857736111111,12.2641666666667,10.2542361180556
"FCR",50,2023-03-26,12.242285,11.8307588194444,11.1403704305556,8.79922405555556,7.61001458333333,7.41051709027778,7.40381339583333,7.40129759027778,7.37701775,7.354319875,12.824644375,12.6831544444444,11.8004895104895,8.69650348251748
"FCR",50,2023-03-27,12.8752825,12.5129663888889,11.6332765972222,8.67541922222222,7.59241461111111,7.46213859027778,7.48037352083333,7.48558380555556,7.46271194444444,7.43964484027778,12.9461999305556,12.8074072222222,11.6768055555556,8.23506939583333
"FCR",50,2023-03-28,12.9959510416667,12.823755,12.194208125,9.87041925694444,7.99351642361111,7.54998007638889,7.54878867361111,7.553169375,7.53057577083333,7.50831895833333,12.9852965277778,12.8589373611111,11.4111805555556,9.06527772222222
"FCR",50,2023-03-29,12.5393121527778,12.2085421527778,12.0182267361111,9.40755470138889,7.88829470833333,7.62514173611111,7.62370953472222,7.62604371527778,7.60269224305556,7.57942765277778,13.0527099305556,12.9146763194444,11.3829166666667,8.478125
"FCR",50,2023-03-30,12.4283448611111,12.1874382638889,11.9661839583333,9.63012675,7.99109090972222,7.69452066666667,7.693478,7.69650625,7.67323851388889,7.65129934722222,13.1721401388889,13.0222127777778,11.396013986014,7.72874123076923
"FCR",50,2023-03-31,12.1678620138889,11.9992148611111,11.7434945138889,9.81518133333333,7.98422269444444,7.73341868055556,7.7532825,7.75964413194444,7.73858827777778,7.71675457638889,13.2192122222222,13.0597620138889,11.4883916083916,9.17965034965035
